id,genre,track_name,artist_name,valence,energy,danceability,acousticness,instrumentalness,liveness,loudness,speechiness,tempo
4pUmQqaZklcCOB3rFdWc7g,latino,Cuando Nos Volvamos a Encontrar,Carlos Vives,0.598,0.867,0.607,0.0234,0.0,0.0828,-3.947,0.041,102.027
1yLdZ7nBzpjNCl4Mmyndvs,latino,Caraluna,Bacilos,0.895,0.773,0.76,0.176,0.0,0.1,-5.314,0.0675,102.789
4XTMj7kd8DHLl0r7ghmEAr,latino,1977,Ana Tijoux,0.578,0.685,0.697,0.00388,0.000506,0.0952,-7.215,0.0421,103.926
7tOAN6w4a1LD0iqkRnIrhZ,latino,Cuando Pase el Temblor,Soda Stereo,0.758,0.539,0.643,0.123,0.000155,0.0542,-10.142,0.0386,94.092
2ExpCKBxiHbgzepERl1t4D,latino,Flaca,Andrés Calamaro,0.956,0.741,0.721,0.352,0.0294,0.116,-7.376,0.0266,109.308
2X3Ta8uUxIRgG9HQ3RiMeh,latino,Sin documentos,Various Artists,0.839,0.972,0.387,0.565,4.83e-06,0.0921,-2.84,0.101,192.392
3QzIAhnLyISSaenzDYJzCQ,latino,Empire,Shakira,0.455,0.613,0.453,0.717,0.0,0.0558,-4.679,0.0629,79.366
5nSkWEU7XKqU9EiskvVSlo,latino,Adrenalina,Wisin,0.771,0.943,0.676,0.0789,0.0,0.0981,-2.789,0.14,124.939
7v4jrUFU2mJZABndG1cTfr,latino,Travesuras,Nicky Jam,0.872,0.79,0.77,0.139,0.0,0.0829,-5.453,0.0814,93.97
1PtL0YQRtq3qxDGUSwZPJ5,latino,Suga Suga,Baby Bash,0.512,0.741,0.691,0.703,1.11e-05,0.109,-3.033,0.252,82.525
7Ir2UZHy0xVoWuBCHmLitM,latino,Me Voy,Various Artists,0.565,0.642,0.572,0.0566,0.0,0.131,-3.82,0.0262,107.881
2jEMxGVpPpXTEtQ8kSk1Xx,latino,La Luz,Juanes,0.88,0.979,0.624,0.111,0.0,0.0972,-3.796,0.0495,157.962
6Kmh3xMuKdT3elxaKMtr4d,latino,Ojos Color Sol (feat. Silvio Rodríguez),Calle 13,0.452,0.443,0.582,0.664,0.0,0.0703,-7.816,0.0436,78.071
1RIhd7jjWDQwSKsbxxGArN,latino,Odio (feat. Drake),Romeo Santos,0.584,0.727,0.8,0.53,0.0,0.0865,-5.955,0.0693,128.023
34HKhds76LUgKi88ABV0hL,latino,Corazón En La Maleta,Luis Fonsi,0.879,0.64,0.642,0.027,0.0,0.0871,-5.134,0.0523,165.98
66iLejOv3978d78PlSSNaZ,latino,Adiós,Ricky Martin,0.857,0.894,0.687,0.0411,0.0,0.111,-3.305,0.0886,127.967
42kQdD5kbJgQdjoLVaks6p,latino,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,0.485,0.934,0.673,0.161,0.0,0.279,-3.206,0.156,129.027
3QFbOgWOqXEtOD02FMcX7K,latino,Adentro,Calle 13,0.518,0.808,0.333,0.452,0.0,0.427,-6.476,0.26,82.15
5NOtC9vnvCuEy6IaNflffX,latino,La Camisa Negra,Juanes,0.973,0.731,0.751,0.0838,0.0,0.0556,-4.419,0.0308,97.007
2EM9zpAc7PVeoAydmbfVIL,latino,Todo Cambió,Camila,0.363,0.523,0.452,0.563,0.0,0.233,-6.453,0.0625,173.85
4OyzSXRSadNQt5EMwASdap,latino,Prometo Olvidarte,Tony Dize,0.78,0.837,0.806,0.142,0.0,0.137,-3.108,0.0458,106.019
6WIZXts4eygCmeeu7pEsHI,latino,Fireball (feat. John Ryan),Pitbull,0.794,0.937,0.69,0.0894,0.000104,0.0532,-5.393,0.0642,122.951
49eplIHvgCLY8HAgcaWrUb,latino,Entre Dos Tierras - 2000 Remastered Version,Heroes Del Silencio,0.43,0.88,0.437,0.0105,0.0,0.081,-4.476,0.0392,166.134
6QzQMCJFaN6LGLHuqN9yat,latino,Devuelveme A Mi Chica,Hombres G,0.42,0.948,0.585,0.0143,3.36e-05,0.331,-5.062,0.0869,172.365
7oQE9joUo0iboIrs5o1Hw4,latino,Hero,Enrique Iglesias,0.146,0.651,0.581,0.143,1.05e-05,0.107,-5.617,0.0392,151.959
24Gxm7Eh7tO83E26LG0CsY,latino,Besas Tan Bien,Farruko,0.514,0.812,0.583,0.015,4.44e-05,0.198,-3.916,0.0399,172.07
0lff0IjgOLnMpsqWFrj9Hy,latino,6 AM,J Balvin,0.733,0.746,0.746,0.152,0.0,0.274,-5.046,0.102,175.965
3uvypVUsiIr1B0BccIcsEh,latino,Vivir Mi Vida,Marc Anthony,0.899,0.879,0.65,0.324,0.0,0.376,-3.176,0.0328,105.015
3tm3GG9BBOYhUzKWlS6A74,latino,Hasta Abajo,Yandel,0.945,0.919,0.698,0.0284,0.0,0.152,-4.188,0.099,127.03
0rRMe1LBFoq5TjmT1Jye2D,latino,Por un Segundo,Aventura,0.965,0.562,0.811,0.137,0.0,0.0623,-10.183,0.0368,129.039
2MioxSroS0g1mi24LLfcnq,latino,Passion Whine,Farruko,0.754,0.667,0.796,0.435,0.0,0.062,-3.784,0.0589,80.988
2LxYSBpLM0xGXy9TP9BWRd,latino,"Impian ""Kecil""",Sherina,0.626,0.513,0.7,0.44,0.0,0.206,-5.078,0.0285,129.974
01o22PeN8oXgqoTFyTL7S9,malay,It's A Beautiful Life,Jaclyn Victor,0.589,0.885,0.657,0.00967,0.000157,0.036,-4.418,0.0643,140.988
3x26f1cFOqjc82t5QzfuTk,malay,Alhamdulillah II - Malay Version,Too Phat,0.876,0.84,0.787,0.512,0.0,0.077,-7.373,0.137,95.991
4gL7z3d3Bq5OKwwRZCJ1xt,malay,Rozana,V.E.,0.584,0.432,0.631,0.791,0.000788,0.121,-8.952,0.0319,139.936
00GkidEsMWoZraymWS2E7v,malay,Terima Kasih,Awie,0.73,0.873,0.521,0.0137,0.0,0.1,-7.029,0.0363,139.834
4Zm1tw275HrcBZBxCFQbP7,malay,Sudah,Nidji,0.401,0.523,0.548,0.169,8.21e-05,0.235,-7.296,0.0235,74.992
30V4jdRzgo9kdD1bScqvr0,malay,Luka Lama Terguris Kembali - Album Version (Edited),Alleycats,0.434,0.684,0.285,0.0506,1.31e-06,0.19,-4.871,0.0281,79.811
2AurGDauHnxLcMtNAdVTkH,malay,Begitu Indah,Padi,0.234,0.525,0.379,0.027,0.536,0.109,-11.591,0.0409,167.879
0GI6KBji23F1191IABn0FL,malay,Beribu Sesalan,Jaclyn Victor,0.148,0.354,0.381,0.819,2.09e-05,0.195,-7.584,0.0271,100.078
4xH476eePXamCeX3Kdbh9b,malay,Ada Apa Denganmu,Peterpan,0.7,0.781,0.537,0.0683,0.000889,0.125,-5.941,0.0327,110.015
2PkbKYx8Z0Dqq5azewak4H,malay,Takbir Cinta,"Amy Search,Yasin",0.14,0.292,0.445,0.309,0.0,0.104,-11.684,0.0354,119.722
2sEIIcf7fkZnMsn9hOqW2r,malay,Siboh Kitak Nangis,Zee Avi,0.42,0.336,0.734,0.585,3.64e-06,0.127,-10.753,0.0342,113.048
0i1f9NSylLUfLx4GdjzhV6,malay,Kisah Sedih Di Hari Minggu,Marshanda,0.381,0.42,0.686,0.406,0.00232,0.142,-8.869,0.0286,135.999
5DTOgrUphb4eU8h0Nxphud,malay,Sanam,Yasin,0.73,0.769,0.5,0.00908,0.637,0.104,-7.093,0.0431,135.032
2GTg6B4w6Nkb05Sq1crNuw,malay,Membebaniku,Peterpan,0.446,0.599,0.624,0.356,0.125,0.0859,-6.963,0.0244,139.952
2LGa8JD1r0dmRLRTvgDmMq,malay,Sepi Seorang Perindu,Jamal Abdillah,0.307,0.637,0.196,0.0309,0.0,0.09,-7.151,0.0342,70.484
1gpN29arJs1CSowgyfQkvY,malay,Buat Sang Puteri,Spider,0.238,0.673,0.55,0.113,0.0,0.114,-8.501,0.0337,155.799
4ieHJYBXsfNuJo13PJSwRy,malay,Akhir Cinta Abadi,Nidji,0.285,0.473,0.48,0.718,1.13e-05,0.204,-5.984,0.0278,134.979
4Xsnw4ppX3mU64EhSl1NMy,malay,Jangan Ada Dusta DiAntara Kita,Rossa,0.361,0.371,0.428,0.851,1.76e-05,0.256,-9.108,0.0322,136.334
2UmPTeVfV4Xzh0kA93c4Lu,malay,Mustika,Dato' M. Nasir,0.561,0.658,0.611,0.048,0.00213,0.129,-5.773,0.0244,77.083
0NpkTWGC0XSOkPyDA4Sljh,malay,Diatas Normal,Peterpan,0.828,0.777,0.611,0.0514,0.0,0.147,-6.506,0.0255,105.079
3GuWxG9GcsjWixtnWtFzcr,malay,Iris,Awie,0.565,0.625,0.655,0.226,0.0,0.35,-7.807,0.0732,153.889
3XerNEA0rXF24DhBWyVM44,malay,Terbakar Cemburu - Edited ver,Padi,0.452,0.716,0.4,0.0382,1.85e-05,0.0827,-4.17,0.0288,156.018
7lkhSsnjmZ39pFzFzsWW11,malay,Jangan Menyerah,Marshanda,0.515,0.697,0.401,0.0407,1.85e-05,0.151,-6.949,0.0282,173.948
5K1rElPK21lmJH9VRDVTSh,malay,Masih Aku Terasa,Man Bai,0.404,0.639,0.495,0.00921,0.0,0.117,-6.957,0.0289,135.224
4yN7h8tz3Rge2ZEShEGzxL,malay,Bidadari,Kru,0.637,0.84,0.779,0.0754,0.00233,0.356,-4.982,0.0387,119.998
5R9zBiH77BGlLDajjZhedi,malay,Suralaya Dalam D Major,Amy Search,0.158,0.576,0.462,0.00112,0.0,0.127,-7.464,0.0304,139.256
6JEckWKO4sGXm3WouMQQNr,malay,Rindu 12 Mati,D’MASIV,0.166,0.39,0.531,0.722,3.87e-05,0.0976,-7.968,0.0257,130.154
7kid2SvqYhuwRWxdCV3BQx,malay,Dekat Padamu,Ning Baizura,0.202,0.34,0.597,0.484,1.77e-06,0.0893,-12.96,0.0288,121.846
4ZEWCLV9JJFAVs1DQCc79v,malay,Tak Ada Yang Abadi,Peterpan,0.153,0.34,0.533,0.793,0.000555,0.263,-9.563,0.0307,124.984
2B9fN6IjPA9UJNWO94HVEs,malay,Senandung Semalam,Alleycats,0.385,0.631,0.295,0.0749,0.00274,0.215,-8.599,0.0371,147.192
1nXXiV3UKg0FtcIJXQc75q,malay,Biarlah Bulan Bicara,Broery Marantika,0.0968,0.324,0.283,0.818,0.000152,0.0964,-15.161,0.0305,143.276
0sDySTcrUCKlQlQRmCCQQz,malay,Aku,Amy Search,0.467,0.677,0.644,0.000137,0.0764,0.243,-7.154,0.0249,106.047
13N0XggsxWgpDKGWRp0MJU,malay,Mungkin,Ning Baizura,0.457,0.419,0.554,0.576,0.000165,0.22,-11.541,0.0267,94.506
3OPvdlHQEcR3utvpABssnP,malay,Kenang Daku Dalam Doamu,Datuk Sharifah Aini,0.326,0.294,0.335,0.817,0.000962,0.305,-9.748,0.0321,127.94
0Y7kxNAM6MzL9sdkbJ3vHh,malay,Sedetik Lebih - Live,Anuar Zain,0.179,0.496,0.347,0.442,0.0,0.909,-7.178,0.0416,127.667
04NozViBxilKtLBg7ozzsG,malay,Alif Bata Dunia Ku,Awie,0.465,0.283,0.665,0.796,0.0,0.103,-11.281,0.0283,79.902
47bYMVGZrOYjRpN8wXeMpi,malay,Mak Inang Melayu,Dato' Sudirman,0.676,0.701,0.404,0.593,6.23e-05,0.24,-7.7,0.0452,150.113
6TkcxNr15wEEXNmYkr7lEt,malay,Hanchor Badan Dikandong Tanah,Tan Sri P. Ramlee,0.388,0.265,0.279,0.858,0.102,0.168,-10.22,0.0356,75.483
7B6kPUj3SCYrb8Nq2Ov0xF,malay,Kerna Sayang,V.E.,0.672,0.568,0.526,0.719,4.79e-05,0.149,-7.374,0.0358,151.921
74gIJxuSQmwAzuyHzjPYj6,malay,Tak Usah Cemburu,Sherina,0.855,0.593,0.571,0.159,2.61e-05,0.0721,-4.258,0.0562,199.831
2CNfET8TwWgR3q1tkqDtqn,malay,Jalan Lurus,Gita Gutawa,0.251,0.425,0.521,0.794,0.00866,0.134,-6.524,0.0281,123.995
5xu3rqYtzUuCyRkePcLGjZ,malay,Senja Nan Merah,Various Artists,0.225,0.322,0.433,0.617,2.46e-06,0.13,-12.603,0.0305,135.098
4M2TQocxI9CaEvtyaeBBte,malay,Cinta Pantai Merdeka,Various Artists,0.297,0.662,0.415,0.000207,0.000919,0.0671,-5.926,0.0291,136.95
7wPi4fIZtU90oJINjit7hs,malay,Sha Na Na,Amy Mastura,0.946,0.789,0.728,0.33,0.0,0.0789,-4.301,0.033,103.982
2l7JL1Fr7QzBXrz7BLwyy4,malay,Jong-Jong Inai,Awie,0.725,0.905,0.58,0.00151,1.28e-05,0.0938,-8.564,0.0444,128.943
4QnDLeh8niBVo5z8lFo9fo,malay,Sing Your Mind (album version),Sherina,0.388,0.421,0.338,0.839,1.65e-05,0.101,-6.437,0.0332,129.815
1Xeip30JhrxZrIk9sXJV9O,malay,Serba Salah,Raisa,0.845,0.441,0.702,0.278,0.0,0.0527,-8.998,0.0266,96.006
6UU7QuoDFpLpQSMV6ViFo1,malay,Warisan,Dato' Sudirman,0.256,0.553,0.241,0.243,0.0,0.11,-5.108,0.0312,67.698
7tPSJSj5ZW3tBuAz5kFxKp,malay,Walau Habis Terang,Peterpan,0.621,0.766,0.57,0.0256,0.00136,0.106,-6.115,0.0286,124.978
36oAUUnxdTBS0s2r3Zw7ZP,malay,月半彎,Jacky Cheung,0.317,0.452,0.522,0.813,0.00597,0.107,-9.652,0.0334,87.398
2T0I3HTMA0fdIAdlSWnlce,mandopop,爭分奪秒,那英,0.547,0.743,0.563,0.0327,1.33e-05,0.25,-5.864,0.0315,95.978
61HcyrWyaffgGcRpxyqkpX,mandopop,你的電話,藍心湄,0.881,0.976,0.583,0.0632,2.98e-06,0.143,-0.266,0.0475,128.012
6FQtnDjRiyDudbIea5ZOXK,mandopop,旅行的意義 (The Meaning of Travel),Cheer Chen,0.244,0.52,0.52,0.366,0.0,0.371,-7.922,0.0288,137.978
3yXvNa2Za1t1A6DtyIhAsm,mandopop,飛得更高,Wang Feng,0.228,0.507,0.502,0.285,2.89e-05,0.11,-7.801,0.0289,89.973
3w0pe5kW2GkFBcXK4N4koB,mandopop,好好先生,Ricky Hsiao,0.316,0.602,0.459,0.331,0.0,0.334,-6.788,0.0359,170.025
2mDdBxPHy4A91FZ5hIZfYo,mandopop,愛.不愛,Cyndi Wang,0.638,0.903,0.569,0.0809,1.38e-05,0.147,-3.942,0.0947,138.056
5HtW8JRGxnp6uOEnOtnRVD,mandopop,情非得已,Harlem Yu,0.729,0.48,0.686,0.436,0.0,0.0879,-7.59,0.0241,106.908
4KBegMBVyHsfC7fPOztTzV,mandopop,那女孩對我說,Yida Huang,0.436,0.51,0.554,0.83,0.0,0.116,-6.534,0.0269,79.973
4lD40vyG33AcLiftmxQSC8,mandopop,媽媽,Van Ness Wu,0.505,0.46,0.605,0.291,0.0,0.294,-6.929,0.0362,170.01
7rVZdB8tMg4Ik9nfDsaKYq,mandopop,獨一無二,Show Luo,0.52,0.902,0.798,0.0681,0.0,0.267,-3.05,0.0327,120.021
3PdqHUYwOwFmjndyLOlu4G,mandopop,其實你不懂我的心,童安格,0.113,0.194,0.392,0.326,5.75e-06,0.164,-17.529,0.0351,91.047
5V1UAAiIBgbTMeFAW4bYD0,mandopop,再一遍,183 Club,0.216,0.473,0.525,0.723,0.0,0.541,-7.177,0.0269,92.105
2VA1HJAQL9M4rVA376xFpH,mandopop,因為愛所以愛,Nicholas Tse,0.148,0.536,0.56,0.0944,0.0,0.0955,-6.612,0.0309,134.017
3MNF1IrYF3VfPOSWnANQDo,mandopop,Marry Me,Jam Hsiao,0.366,0.561,0.626,0.759,0.0,0.0896,-6.013,0.0296,129.837
4GwEeSaXgqEozZv1cZ778l,mandopop,四季,辛龍,0.196,0.432,0.524,0.45,0.0,0.257,-6.883,0.0272,92.023
0upBvpKQC2GKU1ku8gPLNS,mandopop,燃點,Hu Xia,0.329,0.505,0.641,0.264,0.0,0.117,-8.476,0.0273,123.952
54qmbr11oLDdxzbBm6dVsH,mandopop,約定 (Commitment),Michael Wong,0.278,0.447,0.524,0.767,0.00115,0.151,-7.117,0.024,95.232
68UIVRkAwHjsuVS77qtEhu,mandopop,吻別,Jacky Cheung,0.258,0.375,0.555,0.611,6.78e-05,0.372,-13.034,0.0378,121.895
1k0YFNylstvLBC3C5vPWP9,mandopop,我心動了,Shunza,0.262,0.567,0.431,0.619,0.0,0.0928,-6.03,0.0298,71.98
0HqFfueOljd4PkGVHqnJ3m,mandopop,香格裏拉 (Shangrila),Various Artists,0.302,0.101,0.546,0.828,0.0,0.092,-16.849,0.0369,74.112
2ukMcSomH0JigNrEhFxIP4,mandopop,比我幸福,Daniel Chan,0.35,0.474,0.484,0.8,0.0,0.0877,-8.064,0.0363,101.907
0jtNFxtaDRzLTP75rmDRAB,mandopop,公公偏頭痛,Jay Chou,0.969,0.77,0.468,0.0541,0.396,0.173,-10.07,0.0631,127.941
40cVo9HG8qiZAYVgM3MS93,mandopop,来者摩羯,萨顶顶,0.39,0.737,0.551,0.0249,0.00257,0.0816,-9.567,0.0519,139.907
5XTfYLTIWlrVL64V8vfH8O,mandopop,愛一直存在,Rachel Liang,0.303,0.402,0.617,0.673,0.0,0.0941,-7.095,0.0267,95.031
3TMDRN2175kRnRu3Xq7jMU,mandopop,開心女孩,娃娃,0.962,0.635,0.715,0.222,0.000188,0.0383,-14.75,0.0363,147.576
0pWmgLP2eG8FpdM0kGQxxM,mandopop,不敢哭,Lara Liang,0.205,0.356,0.513,0.318,0.0,0.111,-10.418,0.0311,135.116
1dd6QWm5TgiAv3bUZPsRQ2,mandopop,秋天1944,David Huang,0.283,0.586,0.66,0.261,6.74e-06,0.357,-8.899,0.0317,127.792
0J9VwZNdbi8lEyzzFyRvEE,mandopop,最親愛的你,Christine Fan,0.375,0.407,0.597,0.852,0.0,0.104,-8.477,0.0323,116.913
4pd8DTOyrwXGZKDScFpFuQ,mandopop,不難 (Not That Hard),LaLa Hsu,0.37,0.41,0.523,0.818,0.0,0.107,-7.715,0.0306,117.975
1fWiUTITiynHM8boNTqGpK,mandopop,忽然之间,苏醒,0.531,0.693,0.325,0.564,0.0,0.267,-5.985,0.0657,203.866
3m4lxTz5q9jamnDESh2pH3,mandopop,紅糖水,Chris Yu,0.197,0.371,0.65,0.178,3.25e-06,0.106,-10.98,0.0313,115.93
5A36twZjVJsc4VdxMck3rc,mandopop,愛在星光燦爛時,陳明真,0.276,0.441,0.544,0.561,0.0,0.131,-8.39,0.0263,68.99
0DdtuxhIKcNBuDlYyayg4b,mandopop,依然愛你,Leehom Wang,0.401,0.374,0.635,0.837,0.0,0.129,-10.116,0.0587,147.989
7qOp7uoBitD281yF5PxWAy,mandopop,有些事現在不做一輩子都不會做了,Mayday,0.607,0.79,0.532,0.000737,0.00369,0.3,-4.226,0.036,125.042
2UWCmPK0TYyD970JVAPFL5,mandopop,童年往事,Tsai Chin,0.143,0.268,0.374,0.747,3.32e-05,0.131,-13.652,0.0342,82.762
1H1GU8Lz2UTS2moTobiFc8,mandopop,太傻,柯以敏,0.193,0.504,0.666,0.232,0.0,0.142,-6.393,0.0327,125.893
0YoZD0alPamTuvyN7nrczC,mandopop,怎麼開始忘了,林隆璇,0.343,0.494,0.555,0.594,0.0,0.109,-6.118,0.025,94.995
4N0YnmBM4ex81ff7yKyKIz,mandopop,我知道你們都在笑我,Circus,0.624,0.94,0.564,0.00135,0.0,0.0853,-3.821,0.0408,92.471
4EEtxMksolTti3M4eO6q62,mandopop,我愛我 OT:One Night in Paris,Elva Hsiao,0.621,0.744,0.714,0.0229,0.000354,0.0839,-4.139,0.0292,130.02
7anvQMIwZxmQFNKwRdTGRs,mandopop,Angel,趙詠華,0.542,0.516,0.633,0.653,0.0,0.0741,-12.489,0.0519,130.014
2PMaFpDuNog7XzczC7qnSc,mandopop,窗臺,Wang Feng,0.346,0.327,0.493,0.867,4.61e-05,0.107,-10.717,0.0292,133.841
3Y21VVi72U5J3VhgvoGqJw,mandopop,太傻,巫啟賢,0.303,0.133,0.525,0.88,0.0,0.118,-13.926,0.0709,123.104
1P8Q5xfuYLgkAzrgAbeAAd,mandopop,不隻是朋友,黃小琥,0.203,0.354,0.513,0.666,0.0,0.0972,-13.518,0.0343,134.077
6YfhdsyKcmsa1FOfSMYW8b,mandopop,天黑黑,Stefanie Sun,0.387,0.263,0.485,0.934,2.23e-05,0.122,-10.983,0.0396,106.104
6Vdb5GA3Q0zlmrMfHjgUwi,mandopop,Wu Niang,Jolin Tsai,0.704,0.808,0.743,0.00188,4.76e-06,0.117,-5.25,0.0517,124.039
1iTneoJXMwhCM6bNzmXCNU,mandopop,大開眼界,魔幻1+1,0.179,0.803,0.598,0.146,4.82e-06,0.216,-3.97,0.0294,111.997
7gAdgsvJD9EEKJ7iRns6GR,mandopop,看清,櫻桃幫,0.406,0.717,0.482,0.171,0.0,0.417,-6.045,0.0464,160.005
7HohaL77dTMuQbnCOT1eLV,mandopop,Mang Mu,JiaQing Wei,0.148,0.325,0.601,0.786,3.61e-06,0.0893,-10.942,0.0311,129.946
6lqxnKIOSGmTl9WicpOw56,mandopop,揮著翅膀的女孩 - 國,Joey Yung,0.434,0.267,0.646,0.956,0.0,0.102,-8.519,0.0307,163.986
3tPhn7ocw1yDxOSBIiDHF6,mandopop,Carrion,Parkway Drive,0.428,0.969,0.227,0.000275,0.0,0.0982,-4.07,0.101,155.171
6iC4yNDnwpSJ61Sz8g6EDG,metal,Breaking the Law,Judas Priest,0.491,0.961,0.362,0.024,9.35e-06,0.159,-5.664,0.0857,164.019
5J0s7y5Qt9zMCd4weeSQ6N,metal,Twilight Of The Thunder God,Amon Amarth,0.278,0.92,0.374,1.62e-05,0.026,0.0802,-4.653,0.0501,191.014
5u3l2TONYacJgmRPQVaF9y,metal,The Final Countdown,Europe,0.188,0.843,0.529,0.0628,0.000827,0.0608,-6.908,0.0616,117.662
2dbOYFfS7r7NAzquRvji9A,metal,Feed My Frankenstein,Alice Cooper,0.373,0.914,0.554,0.00231,7.82e-05,0.118,-8.246,0.0449,101.792
1oDATX0oMlqu03e3pclagF,metal,Heaven and Hell,Various Artists,0.318,0.529,0.32,0.112,0.0163,0.117,-13.7,0.03,89.882
6DPZmWcljW3XCfMNlnqy9r,metal,To Hell and Back,Sabaton,0.305,0.849,0.536,0.00318,0.00197,0.104,-4.702,0.0616,127.002
2SgbR6ttzoNlCRGQOKjrop,metal,Still Counting,Volbeat,0.366,0.923,0.307,0.000449,0.00024,0.408,-3.139,0.0598,103.832
6bDVc03eMOMfvKez5qMAcq,metal,Death And The Labyrinth,At The Gates,0.514,0.97,0.497,6.33e-06,0.000164,0.303,-5.314,0.0636,119.984
1L6KRFCqkFkhutZTT68RhS,metal,(Don't Fear)The Reaper,Blue Öyster Cult,0.442,0.887,0.325,0.00461,5.59e-05,0.296,-10.817,0.062,141.333
3eEAv6q0YiHwSXZakEgvoG,metal,Runnin' With The Devil,Van Halen,0.527,0.88,0.432,0.0206,0.000191,0.185,-5.769,0.0656,95.59
4SZymOV9M2wAz1N2uMWQUx,metal,The Motherload,Mastodon,0.347,0.971,0.363,7.1e-06,0.00358,0.0797,-2.974,0.0776,146.018
7tuPKHwOe83qC2djmlKbFr,metal,Master Of Puppets,Metallica,0.593,0.872,0.538,0.000608,0.573,0.0946,-7.658,0.0361,105.102
6NwbeybX6TDtXlpXvnUOZC,metal,Rock You Like A Hurricane,Scorpions,0.807,0.706,0.486,0.0157,0.000504,0.319,-10.398,0.0513,125.579
3Jx5QwNzHYxIr6wW2XHUbB,metal,Adrenalize,In This Moment,0.43,0.96,0.465,0.00023,0.0,0.129,-3.888,0.0792,132.014
0PLUzbu0ST6IOSgtUknxWV,metal,Nemo,Nightwish,0.351,0.737,0.497,0.0002,7.55e-05,0.0744,-6.291,0.0353,125.045
1f2nJKg780VxYIveVq6Xej,metal,Here I Go Again,Whitesnake,0.268,0.666,0.396,0.156,3.06e-05,0.151,-11.892,0.0352,90.173
0E4SOtfJAgKXmVrY2CJLnE,metal,SadioWitch,Electric Wizard,0.158,0.942,0.164,0.0237,0.942,0.418,-6.448,0.0756,141.425
6hs9Tpyt7i7H6rkYFos9Pn,metal,Stranglehold,Ted Nugent,0.49,0.711,0.484,0.0183,0.173,0.0941,-7.784,0.0331,148.189
5pnLt6PMHoPpbB7Wz3xRfO,metal,Mother,Danzig,0.342,0.763,0.365,0.00726,0.000457,0.0865,-9.45,0.0591,148.366
7txxAtOMwLLnQTpKeBL6bp,metal,Deceiver of the Gods,Amon Amarth,0.0827,0.991,0.262,4.09e-05,0.204,0.15,-5.373,0.167,192.858
7rb8JRuyMqJSBOSoaFMtCY,metal,Bye Bye Beautiful,Nightwish,0.389,0.88,0.488,0.000121,0.000783,0.103,-5.158,0.045,148.051
1RmNFpG3SZ1NDly15RX5tQ,metal,What If I Was Nothing,All That Remains,0.221,0.768,0.434,0.00632,0.0,0.0939,-5.824,0.0375,143.993
2h1rjzw90ZeMgbzOHJFHao,metal,Painkiller,Judas Priest,0.101,0.987,0.435,0.000195,0.0847,0.268,-4.667,0.16,103.16
40qSFV6TIvL46ZUlsZnpih,metal,No More Regrets,Arch Enemy,0.184,0.967,0.452,6.9e-06,0.148,0.335,-4.304,0.0868,107.408
1KmvBtP8pDb5CnKVmbwx2p,metal,Heaven Nor Hell,Volbeat,0.672,0.768,0.411,0.000614,0.00859,0.134,-4.21,0.0562,134.408
5MZrOnwTMwnUqAMxTNnV7t,metal,Crazy Train - 2002 Version,Ozzy Osbourne,0.603,0.902,0.465,0.0184,0.00114,0.348,-4.628,0.0587,137.272
3kBV6iIyeT5SCvGcVyg4pJ,metal,Gateways,Dimmu Borgir,0.15,0.943,0.172,0.000224,0.000132,0.168,-4.377,0.107,165.144
1BxN8obIlzutEpzedUX5XJ,metal,Amaranth,Nightwish,0.319,0.874,0.553,0.00388,0.00184,0.104,-3.685,0.0401,127.961
7w6PJe5KBPyvuRYxFkPssC,metal,Visions in My Head,Obituary,0.174,0.89,0.5,7.71e-06,0.00307,0.112,-5.897,0.0859,130.03
66f5dM5SeIs4meV5ZNLcZC,metal,Roots Bloody Roots,Sepultura,0.261,0.874,0.428,0.000337,0.0419,0.311,-6.664,0.128,119.708
6ursmCnbc9oDRGa2yHKkoZ,metal,Rusted Nail,In Flames,0.231,0.943,0.56,0.000407,0.0248,0.102,-5.094,0.0842,115.01
2l7cgpgIJ7reophrNBVNNg,metal,Jump,Van Halen,0.774,0.822,0.547,0.0745,0.00943,0.0645,-7.201,0.0292,130.138
7fcfNW0XxTWlwVlftzfDOR,metal,Pull Me Under,Dream Theater,0.278,0.941,0.532,0.000579,0.0527,0.15,-9.025,0.0465,102.198
5CPXR6lDTvngxtmMZxnWmC,metal,Is This Love,Whitesnake,0.582,0.801,0.489,0.00347,2.74e-06,0.216,-6.455,0.0283,90.247
0rSdhfeQmYAfzO3kcjsCpg,metal,Holy Diver,Dio,0.109,0.901,0.476,0.0642,0.158,0.0557,-6.751,0.0975,91.955
57fqmDaokbxZ3TaB0jp39q,metal,I Wanna Rock,Twisted Sister,0.671,0.911,0.504,0.00512,0.0123,0.355,-2.97,0.0738,106.244
3cdy3GBpBLSo9CogvaXLN6,metal-misc,Digital World,Amaranthe,0.59,0.948,0.521,0.000116,0.0589,0.324,-4.612,0.118,150.03
6vpnMc4RI046H2Pqyf8bp7,metal-misc,Twilight Of The Thunder God,Amon Amarth,0.278,0.92,0.374,1.62e-05,0.026,0.0802,-4.653,0.0501,191.014
4FXv0p8WvZc7eUyDzsi39p,metal-misc,Roots Bloody Roots,Sepultura,0.261,0.874,0.428,0.000337,0.0419,0.311,-6.664,0.128,119.708
